	mBAL-202-DNA-TA1-B10	mBAL-202-RNA-TA1-B10	mBAL-205-DNA-TA1-B8	mBAL-205-RNA-TA1-QIA-61917	mBAL-208-DNA-TA1-B10	mBAL-208-RNA-TA1-B10	mBAL-209-DNA-TA1-B8	mBAL-209-RNA-TA1-QIA-61917	mBAL-211-DNA-TA1-B10	mBAL-211-RNA-TA1-B10	mBAL-212-DNA-TA1-ZYM-6717-B7	mBAL-212-RNA-TA1-B10	mBAL-213-DNA-TA1-B8	mBAL-213-RNA-TA1-QIA-62317	mBAL-215-DNA-TA1-B10	mBAL-215-RNA-TA1-B10	mBAL-216-DNA-TA1-B10	mBAL-216-RNA-TA1-B10	mBAL-217-DNA-TA1-B8	mBAL-217-RNA-TA1-QIA-61917	mBAL-218-DNA-TA1-B10	mBAL-218-RNA-TA1-B10	mBAL-220-DNA-TA1-B8	mBAL-220-RNA-TA1-B10	mBAL-221-DNA-TA1-B8	mBAL-221-RNA-TA1-B10	mBAL-224-DNA-B6	mBAL-224-RNA-B5	mBAL-225-DNA-TA1-ZYM-6717-B7	mBAL-225-RNA-TA1-B10	mBAL-226-DNA-TA1-B10	mBAL-226-RNA-TA1-B10	mBAL-227-DNA-TA1-B10	mBAL-227-RNA-TA1-B10	mBAL-229-DNA-TA1-B8	mBAL-229-RNA-TA1-QIA-62317	mBAL-231-DNA-TA1-B10	mBAL-231-RNA-TA1-B10	mBAL-232-DNA-TA1-ZYM-6717-B7	mBAL-232-RNA-B5B	mBAL-235-DNA-TA1-B10	mBAL-235-RNA-TA1-B10	mBAL-237-DNA-TA1-B8	mBAL-237-RNA-TA1-B10	mBAL-240-DNA-TA-B12	mBAL-240-RNA-TA1-B10	mBAL-241-DNA-TA-B12	mBAL-241-RNA-TA1-B10	mBAL-245-DNA-TA1-B8	mBAL-245-RNA-TA1-QIA-62317	mBAL-246-DNA-TA1-B8	mBAL-246-RNA-TA1-QIA-62317	mBAL-251-DNA-TA2-QIA-6517-B7	mBAL-251-RNA-TA2-QIA-60517	mBAL-252-DNA-TA1-ZYM-6717-B7	mBAL-252-RNA-TA1-QIA-61917	mBAL-254-DNA-TA1-QIA-6517-B7	mBAL-254-RNA-TA1-QIA-61217	mBAL-256-DNA-TA2-QIA-6517-B7	mBAL-256-RNA-TA2-QIA-60517	mBAL-257-DNA-TA1-ZYM-6717-B7	mBAL-257-RNA-B5B	mBAL-258-DNA-TA1-B10	mBAL-258-RNA-TA1-B10	mBAL-261-DNA-TA2-QIA-6517-B7	mBAL-261-RNA-TA1-B10	mBAL-264-DNA-TA1-B10	mBAL-264-RNA-TA1-B10	mBAL-268-DNA-TA2-QIA-6517-B7	mBAL-268-RNA-TA2-QIA-60517	mBAL-270-DNA-TA-B12	mBAL-270-RNA-TA1-B10	mBAL-272-DNA-TA2-QIA-6517-B7	mBAL-272-RNA-TA1-B10	mBAL-273-DNA-TA1-ZYM-6717-B7	mBAL-273-RNA-TA1-B10	mBAL-278-DNA-TA2-QIA-6517-B7	mBAL-278-RNA-TA2-QIA-60117	mBAL-288-DNA-TA1-QIA-6117-B7	mBAL-288-RNA-TA1-QIA-60117	mBAL-289-DNA-TA1-B8	mBAL-289-RNA-TA1-QIA-62317	mBAL-290-DNA-TA1-B8	mBAL-290-RNA-TA1-QIA-62317	mBAL-295-DNA-TA1-QIA-6117-B7	mBAL-295-RNA-TA1-QIA-60117	mBAL-297-DNA-TA1-B8	mBAL-297-RNA-TA1-QIA-62317	mBAL-298-DNA-TA1-B8	mBAL-298-RNA-TA1-B10	mBAL-301-DNA-TA1-B10	mBAL-301-RNA-TA1-B10	mBAL-304-DNA-B6	mBAL-304-RNA-TA1-B10	mBAL-307-DNA-TA1-ZYM-6117-B7	mBAL-307-RNA-TA1-B10	mBAL-310-DNA-TA1-ZYM-6117-B7	mBAL-310-RNA-B5B	mBAL-311-DNA-B6	mBAL-311-RNA-B5B	mBAL-313-RNA-B5	mBAL-314-DNA-B6	mBAL-314-RNA-TA1-B10	mBAL-315-DNA-B6	mBAL-315-RNA-TA1-B10	mBAL-316-DNA-TA1-ZYM-6117-B7	mBAL-316-RNA-B5	mBAL-317-RNA-B5	mBAL-318-DNA-TA1-ZYM-6117-B7	mBAL-318-RNA-B5B	mBAL-319-DNA-TA1-QIA-6117-B7	mBAL-319-RP-RNA-TA-B11	mBAL-320-DNA-TA1-ZYM-6117-B7	mBAL-320-RNA-B5	mBAL-321-51-DNA-TA-B11	mBAL-321-51-RNA-TA-B11	mBAL-323-55-RNA-TA-B11	mBAL-323-DNA-TA1-QIA-6117-B7	mBAL-324-DNA-TA1-ZYM-6117-B7	mBAL-324-RNA-B5	mBAL-327-RNA-B5	mBAL-329-DNA-TA1-ZYM-6117-B7	mBAL-329-RNA-B5	mBAL-330-DNA-TA1-ZYM-6117-B7	mBAL-330-RNA-B5	mBAL-331-DNA-TA1-QIA-6117-B7	mBAL-331-RNA-TA1-B10	mBAL-334-55-DNA-TA-B11	mBAL-334-55-RNA-TA-B11	mBAL-335-DNA-B6	mBAL-335-RNA-TA1-B10	mBAL-337-DNA-B6	mBAL-337-RNA-TA1-B10	mBAL-338-DNA-TA1-ZYM-6117-B7	mBAL-338-RNA-TA1-B10	mBAL-339-RNA-TA1-B10	mBAL-341-DNA-TA1-B10	mBAL-341-RNA-TA1-B10	mBAL-343-DNA-TA1-B10	mBAL-343-RNA-TA1-B10	mBAL-347-DNA-TA1-B10	mBAL-347-RNA-TA1-B10	mBAL-349-DNA-TA1-B10	mBAL-349-RNA-TA1-B10	mBAL-350-DNA-TA1-B8	mBAL-350-RNA-TA1-B10	mBAL-353-DNA-TA1-B10	mBAL-353-RNA-TA1-B10	mBAL-355-DNA-TA1-B10	mBAL-355-RNA-TA1-B10	mBAL-356-DNA-TA1-B10	mBAL-356-RNA-TA1-B10	mBAL-357-DNA-TA1-B10	mBAL-357-RNA-TA1-B10	mBAL-358-DNA-TA1-B10	mBAL-358-RNA-TA1-B10	mBAL-359-DNA-TA1-B10	mBAL-359-RNA-TA1-B10	mBAL-360-DNA-TA1-B10	mBAL-360-RNA-TA1-B10	mBAL-362-DNA-TA1-B10	mBAL-362-RNA-TA1-B10	mBAL-363-DNA-TA1-B10	mBAL-363-RNA-TA1-B10	mBAL-364-DNA-TA1-B10	mBAL-364-RNA-TA1-B10	mBAL-367-54-DNA-TA-B11	mBAL-367-54-RNA-TA-B11	mBAL-368-54-DNA-TA-B11	mBAL-368-54-RNA-TA-B11	mBAL-369-54-DNA-TA-B11	mBAL-369-54-RNA-TA-B11	mBAL-378-54-DNA-TA-B11	mBAL-378-54-RNA-TA-B11	mBAL-381-54-DNA-TA-B11	mBAL-381-54-RNA-TA-B11	mBAL-383-54-DNA-TA-B11	mBAL-383-54-RNA-TA-B11	mBAL-385-54-DNA-TA-B11	mBAL-385-54-RNA-TA-B11
Remispora ( 929902 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Renibacterium ( 1645 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0.15	0	0.03	0	0	0	0.12	0	0.03	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.03	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0	0	0	0	0	0.12	0	0.1	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.05	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Respirovirus ( 186938 )	0	0	0	0	0	0	0	3.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rheinheimera ( 67575 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter ( 212743 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium ( 379 )	0	0.16	0	0.16	0	1	0	0.02	0	0.46	0	0.47	0	0.02	0	0.05	0	3.91	0	0.04	0	24.6	0	37.02	0	10.07	0.03	0.1	0	0.14	0	36.31	0	0.08	0	0	0.08	0	0	0.07	0	0.54	0.08	0.54	0	0.24	0	1.95	0	0	0	0.06	0	0.1	0	0	0	0.72	0	0.46	0	0.72	0	0	0	7.13	0	0	0.11	1.36	0	2.04	0	0.03	0	0.02	0	0.06	0	0.76	0	0	0	0.07	0	0.5	0.11	1.11	0	0	0	0.09	0	0.07	0	1.06	0	0.06	0	1.81	2.75	0	0.03	0.01	0.08	0	6.93	6.9	0.05	0.2	0	0	0	6.02	0.08	0.03	0.74	0	0	0.07	0.24	0	0	0	0	0	0.42	0.06	0.08	0	0	0.01	0.04	0	0.03	0	0	0.03	0	0	0	0	0	0.06	0	0.09	0	1.92	0	0.05	0	3.14	0	0.07	0	0.03	0	0.04	0.04	0.31	0	0.05	0	2.47	0	0.03	17.77	9.79	0.05	0	0	1.02	0	0	0	0	0	0.21	0	0.27
Rhizoctonia ( 1322061 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizomucor ( 4838 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizophagus ( 1129544 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizophydium ( 60186 )	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizopus ( 4842 )	0.43	5.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizosphaera ( 57484 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodanobacter ( 75309 )	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.03	0	0.2	0	0	0	0.67	0	1.21	0	0.17	0	0	0	0.11	0	0.88	0	0	0	0	0	0	0	0.07	0	0.03	0	0.02	0	0	0	0.05	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0.15	0	0.04	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0	0.05	1.74	0	0	0	0	0	2.81	3.57	0	0.2	0	0	0	2.99	0	0	0	0	0	0.02	0.19	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.03	0.34	0.18	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacter ( 1060 )	0	0.13	0	0.14	0	0.13	0	0	0	0	0	0.04	0	0	0	0.03	0	0.4	0	0.05	0	1.14	0	1.44	0	0.41	0	0	0	0	0	1.76	0	0	0	0.04	0	0	0	0.02	0	0	0	0.05	0	0.03	0	0.17	0	0	0	0	0	0.02	0	0	0	0.03	0	0.04	0	0.14	0	0	0	0.23	0	0	0.11	0	0	0.08	0	0.03	0	0	0	0	0	0.2	0	0	0	0	0	0.07	0	0.1	0	0.04	0	0	0.01	0	0	0.06	0	0.01	0	0.14	0.92	0.01	0	0.01	0	0.05	1.73	1.68	0.05	0.07	0	0	0	1.32	0	0	0.08	0	0	0.02	0.09	0	0.03	0.04	0	0	0.05	0	0.04	0.01	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.11	0	0	0	0.05	0	0	0	0.1	0	0	0	0.03	0	0.04	0	0	0	0	0	0	0	0	2.18	2.59	0	0	0	0.13	0	0	0	0	0	0	0	0.04
Rhodocista ( 34023 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus ( 1827 )	0	0	0	0	0	1.545776805	0	0	0	0	0	0	0	0	0	0	0	7.635776805	0	2.705776805	0	54.0157768	0	75.5057768	0	21.0057768	0	0	0	0	0	78.6557768	0	0	0	0	0	0	0	0	0	0	0	1.185776805	0	0	0	3.525776805	0	0	0	0.335776805	0	0	0	0	0	2.375776805	0	0.335776805	0	1.875776805	0	0	0	10.5657768	0	0	0	0	0	3.865776805	0	0	0	0	0	0	0	2.825776805	0	0	0	0	0	2.075776805	0	0	0	0	0	0	0	0	0	1.555776805	0	0	0	5.035776805	5.875776805	0	0	0	0	0	13.7757768	10.3757768	0	0	0	0	0	11.2557768	0	0	0.835776805	0	0	0	0.675776805	0	0	0	0	0	0.125776805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.885776805	0	0	0	8.355776805	0	0	0	0	0	0	0	0	0	0	0	4.235776805	0	0	1.845776805	29.8357768	0	0	0	4.665776805	0	0	0	0	0	0	0	0
Rhodoferax ( 28065 )	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.4	0	0.01	0	0.13	0	1.36	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.03	0	0.74	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0.07	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.09	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	1.05	0	0	0	0	0.05	2.27	2.75	0	0.13	0	0	0	2.87	0	0	0.04	0	0	0	0.05	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.06	0	0	0.34	0.37	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoglobus ( 193383 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoluna ( 529883 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodomicrobium ( 1068 )	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0.08	0	0.19	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0.17	0	0	0	0	0	0.02	0	0	0	0.03	0	0	0	0.02	0	0	0	0.03	0	0	0	0.02	0	0.15	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0.04	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.07	0.17	0	0	0	0	0	0.5	0.66	0	0	0	0	0	0.84	0	0	0.04	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.02	0	0.03	0	0.03	0.17	0.18	0	0	0	0	0	0	0	0	0	0.07	0	0
Rhodopirellula ( 265488 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.25	0	0	0	0	0	0.08	0	0.03	0.01	0.05	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.12	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0.04	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0.17	0.74	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas ( 1073 )	0	0.26	0	0.35	0	3.46	0	0.21	0	1.32	0	0.6	0	1.54	0	5.38	0	7.25	0	0.27	0	81.22	0	118.66	0	33.48	0	0.15	0	0.22	0	103.94	0	0.16	0	0.08	0	0	0	0.56	0	1.41	0	1.04	0	0.44	0	3.74	0	0	0	0.47	0	16.25	0	0.31	0	2.62	0	1.49	0	3.82	0	0.11	0	16.35	0	0	0	0.02	0	5.59	0	0.1	0	0	0	0.09	0	3.98	0	0.02	0	1.07	0	1.92	0	1.79	0	1.84	0	0.6	0	0.2	0	2.98	0	0.3	0	8.15	10.41	0	0.03	0	0	0	28.73	26.85	0.05	1.3	0	0.08	0	27.08	0	0.08	1.63	0	0	0.25	1.42	0	1.12	0	0.03	0	0.87	0	0.25	0	0	0	0.12	0	1.75	0.04	0	0.05	0	0.05	0	0	0	0.17	0	0.13	0	6.65	0	0	0	11.97	0	0.12	0	0	0	0.54	0	0.44	0	0.14	0	7.99	0	8.68	1.51	14.6	0	0.29	0	4.61	0	0	0	0.15	0	0.07	0	0.4
Rhodospirillum ( 1081 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.27	0	0	0	0.84	0	1.56	0	0.17	0	0	0	0	0	1.32	0	0	0	0	0	0	0	0	0	0.03	0	0.1	0	0	0	0.21	0	0	0	0.03	0	0.1	0	0.03	0	0.1	0	0	0	3.55	0	0	0	0.15	0	0	0	0.02	0	0.19	0	0.03	0	0	0	0	0	0.03	0	0	0	0.03	0	0.04	0	0.3	0	0.04	0	0	0	0.03	0	0.1	0.06	0	0	0.23	0.52	0	0	0	0	0	0.99	1.4	0	0.07	0	0	0	1.52	0.08	0.01	0	0	0	0	0.05	0	0	0	0	0	0.05	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0.2	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.03	8.05	1.85	0	0	0.07	0	0	0	0	0	0	0	0	0.04
Rhodosporidium ( 5285 )	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.16	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodothermus ( 29548 )	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.02	0	0	0	0.25	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.05	0	0	0	0	0	0.1	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.21	0.29	0	0	0	0	0	0.16	0	0	0.04	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0
